;;;;;;;;;;;Population;;;;;;;;;;;;Fertility;;;;;;;Mortality;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Migration;
Index;Variant;Region, subregion, country or area *;Notes;Location code;ISO3 Alpha-code;ISO2 Alpha-code;SDMX code**;Type;Parent code;Year;Total Population, as of 1 January (thousands);Total Population, as of 1 July (thousands);Male Population, as of 1 July (thousands);Female Population, as of 1 July (thousands);Population Density, as of 1 July (persons per square km);Population Sex Ratio, as of 1 July (males per 100 females);Median Age, as of 1 July (years);Natural Change, Births minus Deaths (thousands);Rate of Natural Change (per 1,000 population);Population Change (thousands);Population Growth Rate (percentage);Population Annual Doubling Time (years);Births (thousands);Births by women aged 15 to 19 (thousands);Crude Birth Rate (births per 1,000 population);Total Fertility Rate (live births per woman);Net Reproduction Rate (surviving daughters per woman);Mean Age Childbearing (years);Sex Ratio at Birth (males per 100 female births);Total Deaths (thousands);Male Deaths (thousands);Female Deaths (thousands);Crude Death Rate (deaths per 1,000 population);Life Expectancy at Birth, both sexes (years);Male Life Expectancy at Birth (years);Female Life Expectancy at Birth (years);Life Expectancy at Age 15, both sexes (years);Male Life Expectancy at Age 15 (years);Female Life Expectancy at Age 15 (years);Life Expectancy at Age 65, both sexes (years);Male Life Expectancy at Age 65 (years);Female Life Expectancy at Age 65 (years);Life Expectancy at Age 80, both sexes (years);Male Life Expectancy at Age 80 (years);Female Life Expectancy at Age 80 (years);Infant Deaths, under age 1 (thousands);Infant Mortality Rate (infant deaths per 1,000 live births);Live Births Surviving to Age 1 (thousands);Under-Five Deaths, under age 5 (thousands);Under-Five Mortality (deaths under age 5 per 1,000 live births);Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births);Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births);Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births);Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births);Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births);Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births);Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15);Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15);Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15);Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15);Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15);Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15);Net Number of Migrants (thousands);Net Migration Rate (per 1,000 population)
2447;Estimates;Africa;;903;;;2;Region;1840;1950; 225.440 ; 227.776 ; 113.570 ; 114.207 ;7,7;99,4;18,1; 4.752 ;20,9; 4.673 ;2,1;33,8; 10.879 ; 1.611 ; 47,8 ; 6,5 ; 1,8 ; 29,4 ; 104 ; 6.126 ; 3.234 ; 2.892 ; 26,9 ; 37,2 ; 35,6 ; 38,9 ; 43,5 ; 42,1 ; 45,0 ; 10,7 ; 10,2 ; 11,1 ; 4,7 ; 4,5 ; 4,9 ; 1.864 ; 172,4 ; 9.595 ; 3.458 ; 327 ; 508 ; 527 ; 489 ; 660 ; 689 ; 631 ; 315 ; 339 ; 291 ; 453 ; 488 ; 417 ;-79,6 ;-0,4 
2448;Estimates;Africa;;903;;;2;Region;1840;1951; 230.113 ; 232.557 ; 115.895 ; 116.662 ;7,9;99,3;18,1; 4.998 ;21,5; 4.888 ;2,1;33,0; 11.139 ; 1.642 ; 47,9 ; 6,5 ; 1,8 ; 29,4 ; 104 ; 6.140 ; 3.237 ; 2.903 ; 26,4 ; 37,8 ; 36,2 ; 39,5 ; 43,8 ; 42,3 ; 45,2 ; 10,7 ; 10,3 ; 11,2 ; 4,7 ; 4,5 ; 4,9 ; 1.882 ; 170,1 ; 9.841 ; 3.456 ; 320 ; 501 ; 519 ; 482 ; 654 ; 682 ; 624 ; 311 ; 335 ; 287 ; 449 ; 483 ; 413 ;-109,6 ;-0,5 
2449;Estimates;Africa;;903;;;2;Region;1840;1952; 235.001 ; 237.540 ; 118.330 ; 119.209 ;8,0;99,3;18,1; 5.227 ;22,0; 5.077 ;2,1;32,4; 11.399 ; 1.672 ; 48,0 ; 6,5 ; 1,9 ; 29,4 ; 104 ; 6.171 ; 3.251 ; 2.920 ; 26,0 ; 38,3 ; 36,6 ; 40,0 ; 43,9 ; 42,5 ; 45,4 ; 10,8 ; 10,3 ; 11,2 ; 4,8 ; 4,5 ; 5,0 ; 1.902 ; 168,0 ; 10.088 ; 3.465 ; 314 ; 494 ; 512 ; 475 ; 648 ; 676 ; 618 ; 308 ; 332 ; 284 ; 445 ; 480 ; 409 ;-150,5 ;-0,6 
2450;Estimates;Africa;;903;;;2;Region;1840;1953; 240.078 ; 242.685 ; 120.852 ; 121.833 ;8,2;99,2;18,1; 5.463 ;22,5; 5.214 ;2,1;32,3; 11.669 ; 1.702 ; 48,1 ; 6,6 ; 1,9 ; 29,4 ; 104 ; 6.206 ; 3.268 ; 2.938 ; 25,6 ; 38,7 ; 37,1 ; 40,4 ; 44,1 ; 42,7 ; 45,6 ; 10,8 ; 10,3 ; 11,3 ; 4,8 ; 4,5 ; 5,0 ; 1.922 ; 165,8 ; 10.345 ; 3.480 ; 308 ; 487 ; 506 ; 469 ; 642 ; 671 ; 611 ; 304 ; 328 ; 280 ; 441 ; 476 ; 405 ;-248,7 ;-1,0 
2451;Estimates;Africa;;903;;;2;Region;1840;1954; 245.292 ; 248.006 ; 123.461 ; 124.545 ;8,4;99,1;18,0; 5.661 ;22,8; 5.427 ;2,2;31,7; 11.924 ; 1.731 ; 48,1 ; 6,6 ; 1,9 ; 29,4 ; 104 ; 6.263 ; 3.306 ; 2.957 ; 25,3 ; 39,1 ; 37,4 ; 40,9 ; 44,1 ; 42,5 ; 45,8 ; 10,9 ; 10,3 ; 11,3 ; 4,8 ; 4,5 ; 5,0 ; 1.940 ; 163,7 ; 10.588 ; 3.497 ; 303 ; 483 ; 503 ; 462 ; 638 ; 669 ; 605 ; 305 ; 331 ; 277 ; 441 ; 478 ; 402 ;-233,8 ;-0,9 
2452;Estimates;Africa;;903;;;2;Region;1840;1955; 250.719 ; 253.538 ; 126.170 ; 127.368 ;8,6;99,1;17,9; 5.885 ;23,2; 5.637 ;2,2;31,2; 12.186 ; 1.762 ; 48,1 ; 6,6 ; 1,9 ; 29,4 ; 104 ; 6.301 ; 3.328 ; 2.973 ; 24,9 ; 39,5 ; 37,8 ; 41,4 ; 44,3 ; 42,7 ; 46,0 ; 10,9 ; 10,4 ; 11,4 ; 4,8 ; 4,5 ; 5,0 ; 1.956 ; 161,5 ; 10.839 ; 3.513 ; 298 ; 476 ; 497 ; 456 ; 632 ; 664 ; 599 ; 301 ; 328 ; 274 ; 437 ; 475 ; 397 ;-248,1 ;-1,0 
2453;Estimates;Africa;;903;;;2;Region;1840;1956; 256.356 ; 259.271 ; 128.980 ; 130.291 ;8,8;99,0;17,9; 6.108 ;23,6; 5.830 ;2,2;30,8; 12.453 ; 1.796 ; 48,0 ; 6,6 ; 2,0 ; 29,4 ; 104 ; 6.345 ; 3.352 ; 2.993 ; 24,5 ; 40,0 ; 38,2 ; 41,8 ; 44,5 ; 42,8 ; 46,2 ; 10,9 ; 10,4 ; 11,4 ; 4,8 ; 4,6 ; 5,1 ; 1.972 ; 159,3 ; 11.095 ; 3.528 ; 292 ; 470 ; 491 ; 450 ; 627 ; 659 ; 593 ; 298 ; 325 ; 271 ; 434 ; 472 ; 394 ;-277,7 ;-1,1 
2454;Estimates;Africa;;903;;;2;Region;1840;1957; 262.187 ; 265.129 ; 131.853 ; 133.276 ;9,0;98,9;17,8; 6.207 ;23,4; 5.884 ;2,2;31,2; 12.725 ; 1.840 ; 48,0 ; 6,6 ; 2,0 ; 29,4 ; 104 ; 6.518 ; 3.440 ; 3.079 ; 24,6 ; 39,9 ; 38,1 ; 41,7 ; 44,4 ; 42,7 ; 46,1 ; 10,9 ; 10,4 ; 11,4 ; 4,8 ; 4,5 ; 5,0 ; 2.026 ; 160,1 ; 11.332 ; 3.620 ; 293 ; 472 ; 492 ; 451 ; 629 ; 661 ; 595 ; 299 ; 326 ; 272 ; 436 ; 474 ; 395 ;-322,6 ;-1,2 
2455;Estimates;Africa;;903;;;2;Region;1840;1958; 268.071 ; 271.042 ; 134.750 ; 136.291 ;9,2;98,9;17,7; 6.431 ;23,7; 5.942 ;2,2;31,6; 12.998 ; 1.884 ; 48,0 ; 6,6 ; 2,0 ; 29,4 ; 104 ; 6.567 ; 3.467 ; 3.100 ; 24,2 ; 40,2 ; 38,5 ; 42,1 ; 44,5 ; 42,8 ; 46,2 ; 10,9 ; 10,4 ; 11,4 ; 4,9 ; 4,6 ; 5,1 ; 2.041 ; 158,0 ; 11.593 ; 3.632 ; 288 ; 466 ; 487 ; 446 ; 624 ; 656 ; 590 ; 297 ; 324 ; 269 ; 433 ; 472 ; 393 ;-489,0 ;-1,8 
2456;Estimates;Africa;;903;;;2;Region;1840;1959; 274.013 ; 277.272 ; 137.808 ; 139.464 ;9,4;98,8;17,6; 6.792 ;24,5; 6.518 ;2,4;29,5; 13.271 ; 1.935 ; 47,9 ; 6,6 ; 2,0 ; 29,4 ; 104 ; 6.479 ; 3.425 ; 3.054 ; 23,4 ; 41,2 ; 39,4 ; 43,1 ; 44,9 ; 43,2 ; 46,6 ; 11,1 ; 10,5 ; 11,6 ; 4,9 ; 4,6 ; 5,1 ; 2.018 ; 153,1 ; 11.882 ; 3.569 ; 278 ; 454 ; 474 ; 432 ; 611 ; 644 ; 577 ; 290 ; 317 ; 263 ; 424 ; 463 ; 384 ;-274,7 ;-1,0 
2457;Estimates;Africa;;903;;;2;Region;1840;1960; 280.530 ; 283.922 ; 141.076 ; 142.846 ;9,6;98,8;17,5; 6.999 ;24,6; 6.783 ;2,4;29,0; 13.575 ; 2.000 ; 47,8 ; 6,6 ; 2,0 ; 29,3 ; 104 ; 6.576 ; 3.487 ; 3.089 ; 23,2 ; 41,4 ; 39,5 ; 43,4 ; 44,8 ; 43,0 ; 46,7 ; 11,1 ; 10,5 ; 11,6 ; 4,9 ; 4,6 ; 5,2 ; 2.039 ; 151,2 ; 12.171 ; 3.595 ; 273 ; 451 ; 474 ; 428 ; 610 ; 645 ; 573 ; 293 ; 323 ; 261 ; 426 ; 468 ; 382 ;-215,5 ;-0,8 
2458;Estimates;Africa;;903;;;2;Region;1840;1961; 287.313 ; 290.814 ; 144.473 ; 146.341 ;9,8;98,7;17,4; 7.252 ;24,9; 7.001 ;2,4;28,8; 13.891 ; 2.075 ; 47,8 ; 6,7 ; 2,1 ; 29,3 ; 104 ; 6.639 ; 3.524 ; 3.115 ; 22,8 ; 41,8 ; 39,8 ; 43,9 ; 44,9 ; 43,0 ; 46,9 ; 11,1 ; 10,5 ; 11,7 ; 4,9 ; 4,6 ; 5,2 ; 2.059 ; 149,3 ; 12.473 ; 3.619 ; 269 ; 446 ; 470 ; 422 ; 605 ; 642 ; 567 ; 291 ; 322 ; 258 ; 423 ; 467 ; 378 ;-251,9 ;-0,9 
2459;Estimates;Africa;;903;;;2;Region;1840;1962; 294.314 ; 297.960 ; 148.017 ; 149.942 ;10,1;98,7;17,3; 7.531 ;25,3; 7.291 ;2,4;28,3; 14.225 ; 2.153 ; 47,7 ; 6,7 ; 2,1 ; 29,3 ; 104 ; 6.694 ; 3.538 ; 3.155 ; 22,5 ; 42,3 ; 40,4 ; 44,2 ; 45,3 ; 43,5 ; 47,0 ; 11,1 ; 10,6 ; 11,7 ; 4,9 ; 4,6 ; 5,2 ; 2.086 ; 147,4 ; 12.790 ; 3.653 ; 265 ; 439 ; 460 ; 418 ; 598 ; 632 ; 562 ; 284 ; 311 ; 255 ; 416 ; 456 ; 375 ;-240,1 ;-0,8 
2460;Estimates;Africa;;903;;;2;Region;1840;1963; 301.605 ; 305.371 ; 151.705 ; 153.666 ;10,3;98,7;17,2; 7.801 ;25,5; 7.532 ;2,5;28,1; 14.549 ; 2.220 ; 47,6 ; 6,7 ; 2,1 ; 29,3 ; 104 ; 6.749 ; 3.561 ; 3.188 ; 22,1 ; 42,7 ; 40,9 ; 44,6 ; 45,5 ; 43,9 ; 47,2 ; 11,2 ; 10,6 ; 11,7 ; 5,0 ; 4,6 ; 5,2 ; 2.109 ; 145,7 ; 13.100 ; 3.684 ; 261 ; 432 ; 451 ; 412 ; 591 ; 624 ; 557 ; 278 ; 304 ; 252 ; 410 ; 448 ; 371 ;-269,0 ;-0,9 
2461;Estimates;Africa;;903;;;2;Region;1840;1964; 309.137 ; 313.060 ; 155.537 ; 157.524 ;10,6;98,7;17,2; 8.053 ;25,7; 7.847 ;2,5;27,6; 14.874 ; 2.275 ; 47,5 ; 6,7 ; 2,1 ; 29,3 ; 104 ; 6.821 ; 3.600 ; 3.220 ; 21,8 ; 43,1 ; 41,3 ; 45,0 ; 45,7 ; 44,0 ; 47,4 ; 11,2 ; 10,6 ; 11,7 ; 5,0 ; 4,7 ; 5,2 ; 2.130 ; 143,9 ; 13.410 ; 3.712 ; 257 ; 427 ; 446 ; 407 ; 586 ; 619 ; 551 ; 275 ; 301 ; 249 ; 407 ; 446 ; 367 ;-206,0 ;-0,7 
2462;Estimates;Africa;;903;;;2;Region;1840;1965; 316.984 ; 321.013 ; 159.504 ; 161.510 ;10,9;98,8;17,1; 8.283 ;25,8; 8.059 ;2,5;27,6; 15.201 ; 2.325 ; 47,4 ; 6,7 ; 2,1 ; 29,3 ; 104 ; 6.918 ; 3.655 ; 3.262 ; 21,6 ; 43,4 ; 41,5 ; 45,3 ; 45,8 ; 44,1 ; 47,5 ; 11,2 ; 10,6 ; 11,8 ; 5,0 ; 4,7 ; 5,2 ; 2.153 ; 142,3 ; 13.721 ; 3.749 ; 254 ; 423 ; 443 ; 403 ; 583 ; 617 ; 547 ; 274 ; 301 ; 247 ; 405 ; 445 ; 364 ;-224,5 ;-0,7 
2463;Estimates;Africa;;903;;;2;Region;1840;1966; 325.043 ; 329.252 ; 163.592 ; 165.660 ;11,1;98,8;17,0; 8.515 ;25,9; 8.419 ;2,6;27,1; 15.574 ; 2.388 ; 47,3 ; 6,7 ; 2,1 ; 29,3 ; 104 ; 7.059 ; 3.728 ; 3.332 ; 21,4 ; 43,5 ; 41,6 ; 45,4 ; 45,8 ; 44,1 ; 47,6 ; 11,2 ; 10,6 ; 11,8 ; 5,0 ; 4,7 ; 5,2 ; 2.194 ; 141,8 ; 14.065 ; 3.814 ; 252 ; 422 ; 441 ; 401 ; 582 ; 615 ; 546 ; 273 ; 300 ; 246 ; 405 ; 445 ; 364 ;-95,6 ;-0,3 
